setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
YSpIP,298.15,0,100,1.5104,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.1011,100,1.4953,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.2059,100,1.4808,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.3019,100,1.4686,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.3937,100,1.4578,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.5023,100,1.4463,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.584,100,1.4384,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.6946,100,1.429,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.7788,100,1.4227,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,0.8707,100,1.4166,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,298.15,1,100,1.4097,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,303.15,0,100,1.5081,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
YSpIP,303.15,0.1011,100,1.4932,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
