setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CGXlF,288.15,101.325,1.5438,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,293.15,101.325,1.54253,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,298.15,101.325,1.54119,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,303.15,101.325,1.54007,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,308.15,101.325,1.53884,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,313.15,101.325,1.53763,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,318.15,101.325,1.53663,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,323.15,101.325,1.53558,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,328.15,101.325,1.53436,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
CGXlF,333.15,101.325,1.53314,Sardar et al. (2017),Refractive index,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,,
